::1 - - [19/May/2020:14:16:00 +0000] "GET /favicon.ico HTTP/1.1" 404 488 "http://localhost/opencart/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:33:59 +0000] "GET /opencart/admin/view/javascript/common.js HTTP/1.1" 200 2639 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:33:59 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10234 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:33:59 +0000] "GET /opencart/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:33:59 +0000] "GET /opencart/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 22734 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:33:59 +0000] "GET /opencart/admin/view/image/logo.png HTTP/1.1" 200 3682 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:33:59 +0000] "GET /opencart/admin/view/javascript/jquery/datetimepicker/moment/moment-with-locales.min.js HTTP/1.1" 200 66463 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77423 "http://localhost:8080/opencart/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "POST /opencart/admin/index.php?route=common/login HTTP/1.1" 302 387 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5 HTTP/1.1" 200 6241 "http://localhost:8080/opencart/admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jqvmap.css HTTP/1.1" 200 773 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/image/cache/profile-45x45.png HTTP/1.1" 200 2463 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.resize.min.js HTTP/1.1" 200 1299 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/jquery.vmap.js HTTP/1.1" 200 7277 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/view/javascript/jquery/flot/jquery.flot.js HTTP/1.1" 200 27108 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/view/javascript/jquery/jqvmap/maps/jquery.vmap.world.js HTTP/1.1" 200 23843 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/map/map&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5 HTTP/1.1" 200 253 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:00 +0000] "GET /opencart/admin/index.php?route=extension/dashboard/chart/chart&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5&range=month HTTP/1.1" 200 1095 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5 HTTP/1.1" 200 5486 "http://localhost:8080/opencart/admin/index.php?route=common/dashboard&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/iphone_1-40x40.jpg HTTP/1.1" 200 1746 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/imac_1-40x40.jpg HTTP/1.1" 200 1444 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/macbook_1-40x40.jpg HTTP/1.1" 200 1485 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/macbook_air_1-40x40.jpg HTTP/1.1" 200 1575 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/ipod_touch_1-40x40.jpg HTTP/1.1" 200 1674 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/ipod_nano_1-40x40.jpg HTTP/1.1" 200 1744 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/nikon_d300_1-40x40.jpg HTTP/1.1" 200 1892 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/macbook_pro_1-40x40.jpg HTTP/1.1" 200 1761 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/no_image-40x40.png HTTP/1.1" 200 1586 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/palm_treo_pro_1-40x40.jpg HTTP/1.1" 200 1634 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/ipod_classic_1-40x40.jpg HTTP/1.1" 200 1698 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/ipod_shuffle_1-40x40.jpg HTTP/1.1" 200 1397 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/samsung_tab_1-40x40.jpg HTTP/1.1" 200 1683 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/sony_vaio_1-40x40.jpg HTTP/1.1" 200 1591 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/catalog/demo/samsung_syncmaster_941bw-40x40.jpg HTTP/1.1" 200 1729 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5 HTTP/1.1" 200 9301 "http://localhost:8080/opencart/admin/index.php?route=catalog/product&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/image/cache/no_image-100x100.png HTTP/1.1" 200 5648 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:01 +0000] "GET /opencart/admin/language/en-gb/en-gb.png HTTP/1.1" 200 983 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/codemirror/lib/xml.js HTTP/1.1" 200 3140 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/codemirror/lib/formatting.js HTTP/1.1" 200 2595 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/codemirror/lib/codemirror.css HTTP/1.1" 200 2827 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/summernote/summernote.css HTTP/1.1" 200 3115 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/codemirror/theme/monokai.css HTTP/1.1" 200 863 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/summernote/summernote-image-attributes.js HTTP/1.1" 200 7451 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/summernote/opencart.js HTTP/1.1" 200 1459 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/summernote/summernote.js HTTP/1.1" 200 43360 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/codemirror/lib/codemirror.js HTTP/1.1" 200 95486 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "GET /opencart/admin/view/javascript/summernote/font/summernote.woff?ad8d7e2d177d2473aecd9b35d16211fb HTTP/1.1" 200 8630 "http://localhost:8080/opencart/admin/view/javascript/summernote/summernote.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:02 +0000] "POST /opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5 HTTP/1.1" 200 9455 "http://localhost:8080/opencart/admin/index.php?route=catalog/product/add&user_token=YDzZHml4u3YvMFswVO1BFDKGae0TcKd5" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
::1 - - [02/Jun/2020:01:34:03 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.29 (Ubuntu) (internal dummy connection)"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/index.php?route=product/category&path=20 HTTP/1.1" 200 5490 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 7391 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/theme/default/stylesheet/stylesheet.css HTTP/1.1" 200 3775 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/css/swiper.min.css HTTP/1.1" 200 3206 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/common.js HTTP/1.1" 200 3380 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/css/opencart.css HTTP/1.1" 200 1007 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10097 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 20223 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/jquery/swiper/js/swiper.jquery.js HTTP/1.1" 200 35661 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/catalog/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 29850 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/image/cache/catalog/demo/compaq_presario-182x182.jpg HTTP/1.1" 200 6499 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/image/cache/catalog/demo/iphone_1-228x228.jpg HTTP/1.1" 200 12177 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:04 +0000] "GET /opencart/image/cache/catalog/demo/compaq_presario-80x80.jpg HTTP/1.1" 200 2768 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:05 +0000] "GET /opencart/image/cache/placeholder-228x228.png HTTP/1.1" 200 15779 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:05 +0000] "GET /opencart/image/cache/catalog/demo/palm_treo_pro_1-228x228.jpg HTTP/1.1" 200 13302 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:05 +0000] "GET /opencart/image/cache/catalog/demo/samsung_syncmaster_941bw-228x228.jpg HTTP/1.1" 200 12152 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
10.0.2.2 - - [02/Jun/2020:01:34:05 +0000] "GET /opencart/image/cache/catalog/demo/macbook_air_1-228x228.jpg HTTP/1.1" 200 9473 "http://localhost:8080/opencart/index.php?route=product/category&path=20" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.61 Safari/537.36"
